,trackName,artistName,trackID,trackURI,duration (min),popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
408,pop a pill,gianni & kyle,15VIPlqNYLgN6T43kBAClE,spotify:track:15VIPlqNYLgN6T43kBAClE,3.01,53,0.688,0.551,0,-6.299,0.229,0.184,0.0,0.159,0.558,162.118
409,SANTA MONICA,Aries,2h3jBh2kDDRSDbwzJqelFx,spotify:track:2h3jBh2kDDRSDbwzJqelFx,2.75,57,0.708,0.667,4,-5.854,0.0356,0.16,0.000683,0.183,0.616,145.976
410,Bonnie and Clyde,K1ngsam,7nb6qhoEAyuFXL6OfOi6Hl,spotify:track:7nb6qhoEAyuFXL6OfOi6Hl,2.22,57,0.882,0.501,11,-7.983,0.261,0.303,0.0,0.0962,0.744,130.053
411,CONVERSATIONS,Aries,3AivUXivaVYYLKahJPg5y6,spotify:track:3AivUXivaVYYLKahJPg5y6,2.74,0,0.674,0.721,7,-6.489,0.0293,0.13,9.57e-05,0.0464,0.757,132.053
412,DITTO,Aries,30AnNG3dFbHLQuSbIVWEbF,spotify:track:30AnNG3dFbHLQuSbIVWEbF,2.51,50,0.645,0.579,4,-9.137,0.1,0.524,1.78e-05,0.161,0.525,92.977
413,favorite color,contradash,10ppCCOjLF6K1XnxTkktwN,spotify:track:10ppCCOjLF6K1XnxTkktwN,2.14,43,0.664,0.665,2,-7.168,0.198,0.38,1.44e-06,0.185,0.299,110.067
414,Midsummer Madness,88rising,6TodWdTSDfzwgYynTZSvJn,spotify:track:6TodWdTSDfzwgYynTZSvJn,4.68,72,0.409,0.678,9,-7.731,0.0878,0.359,4.76e-06,0.167,0.168,89.968
415,Hostage,Danrell,6xUHtKE18uTWVaCt6q1adW,spotify:track:6xUHtKE18uTWVaCt6q1adW,3.26,48,0.758,0.41,0,-7.314,0.044,0.354,1.73e-05,0.15,0.382,140.001
416,If You Want It,Danrell,7BnbcDrLvF8dkhlOJ3hpY7,spotify:track:7BnbcDrLvF8dkhlOJ3hpY7,1.9,12,0.672,0.789,1,-4.067,0.371,0.153,0.0,0.111,0.508,172.018
417,Stone Age,Khantrast,4q36zdW3PBFRkVD0XVHXoN,spotify:track:4q36zdW3PBFRkVD0XVHXoN,2.57,41,0.673,0.797,10,-6.207,0.148,0.104,0.0,0.235,0.624,92.931
418,Rap Conversation,Khantrast,7iPsszcBdpI0KpJGvBpsC0,spotify:track:7iPsszcBdpI0KpJGvBpsC0,1.85,19,0.616,0.474,1,-10.004,0.333,0.599,0.000483,0.624,0.401,61.232
419,Flower Girl,Khantrast,0nfmEwGSlCbqn69TVM9qlx,spotify:track:0nfmEwGSlCbqn69TVM9qlx,2.34,39,0.606,0.422,2,-15.897,0.134,0.783,1.27e-06,0.138,0.667,154.074
420,I Am a Simp,Khantrast,2r0uM9UNvNqInCGbQJdiL9,spotify:track:2r0uM9UNvNqInCGbQJdiL9,1.57,41,0.706,0.613,7,-10.144,0.132,0.661,0.0,0.0922,0.709,92.986
421,Good for Nothing,Powfu,2HKkb2JuwwrdgNrru1Bj8J,spotify:track:2HKkb2JuwwrdgNrru1Bj8J,3.77,40,0.835,0.444,11,-10.836,0.111,0.187,0.0,0.121,0.44,140.007
422,edamame (feat. Rich Brian),bbno$,1uMHCAyGmHqyygoNRuo7MV,spotify:track:1uMHCAyGmHqyygoNRuo7MV,2.23,77,0.815,0.848,4,-4.704,0.115,0.023,0.000162,0.0265,0.684,106.032
423,Welcome to Chilis,Yung Gravy,3PdcxgzpWzAsUGgkmykIFc,spotify:track:3PdcxgzpWzAsUGgkmykIFc,2.62,69,0.839,0.454,10,-9.09,0.157,0.359,0.0,0.0755,0.804,159.987
424,oops!,Yung Gravy,7L6G0wpIUiPXuvoo7qhb06,spotify:track:7L6G0wpIUiPXuvoo7qhb06,2.33,72,0.886,0.743,6,-6.797,0.0812,0.0358,0.000198,0.0511,0.941,131.902
425,Mr. Clean,Yung Gravy,5GxnROd93Y7NGt2ci0TwBw,spotify:track:5GxnROd93Y7NGt2ci0TwBw,3.52,72,0.758,0.701,9,-6.053,0.162,0.685,6.22e-06,0.114,0.626,106.74
426,Love Me Less (feat. Quinn XCII),MAX,2tOOcDDYkh0PSjr6GwPEAJ,spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,2.96,66,0.732,0.856,11,-2.2,0.0929,0.0828,0.0,0.323,0.771,145.034
427,Blueberry Eyes (feat. SUGA of BTS),MAX,6sI8Q7TTJeA9exw6hxEqq3,spotify:track:6sI8Q7TTJeA9exw6hxEqq3,2.87,66,0.746,0.611,0,-7.034,0.101,0.454,0.000922,0.133,0.411,149.967
428,Hush,The Marías,04kybb0HCt1uaTBgYkSgwQ,spotify:track:04kybb0HCt1uaTBgYkSgwQ,3.03,59,0.846,0.431,5,-6.549,0.0351,0.071,0.176,0.0861,0.684,93.038
429,Casio,Jungle,33wUd3GgaRf2rux2aJ71yb,spotify:track:33wUd3GgaRf2rux2aJ71yb,3.91,0,0.816,0.492,10,-7.464,0.0752,0.431,0.0899,0.0995,0.766,115.989
430,RESCUE,Johnny 2 Phones,40sUznaxaBvL5nEDTO5Trq,spotify:track:40sUznaxaBvL5nEDTO5Trq,2.63,62,0.87,0.602,1,-9.238,0.123,0.201,1.2e-05,0.326,0.969,127.978
431,Strawberry Skies,Kid Travis,0GiAmOCAtzGPfjfjGAXQ04,spotify:track:0GiAmOCAtzGPfjfjGAXQ04,2.76,0,0.65,0.462,11,-6.587,0.089,0.366,0.0,0.159,0.649,89.887
432,Stay (Don't Go),Kid Travis,23OjeU9TfWlKHdsuzcD4sE,spotify:track:23OjeU9TfWlKHdsuzcD4sE,3.45,0,0.496,0.236,11,-15.877,0.0589,0.0345,1.12e-06,0.0812,0.325,94.34
433,Fly Solo,Wiz Khalifa,6qa6a2fsCbLMkSIoZEfvTJ,spotify:track:6qa6a2fsCbLMkSIoZEfvTJ,3.34,49,0.74,0.723,11,-4.523,0.0716,0.443,0.0,0.149,0.919,82.018
434,STFU,mansionz,2p4p9YGwmJIdf5IA9sSWhm,spotify:track:2p4p9YGwmJIdf5IA9sSWhm,3.85,63,0.822,0.471,1,-7.303,0.193,0.186,0.0,0.215,0.512,135.07
435,053117,Kalou,1iNLGHbsRMlCkmXaDRgkpJ,spotify:track:1iNLGHbsRMlCkmXaDRgkpJ,3.43,0,0.694,0.649,0,-10.311,0.172,0.315,0.0,0.139,0.345,140.075
436,Bad Boy,Yung Bae,1dtTRXifeGC51adYy0902s,spotify:track:1dtTRXifeGC51adYy0902s,3.13,62,0.861,0.82,1,-4.807,0.0728,0.032,4.76e-06,0.0706,0.781,118.04
437,Get Lost In The Music,Ambar Lucid,09z2LpPORefMOJKYyJQShL,spotify:track:09z2LpPORefMOJKYyJQShL,3.83,40,0.648,0.708,5,-4.444,0.0381,0.0651,1.52e-05,0.116,0.349,104.046
438,Say It First,Jutes,6RJPnOPYoM9SnxoSBjM632,spotify:track:6RJPnOPYoM9SnxoSBjM632,2.62,31,0.838,0.651,4,-6.426,0.0541,0.12,0.0,0.121,0.567,117.947
439,Look Away,Verzache,75nIh1J0rqev9DTQj6P8eq,spotify:track:75nIh1J0rqev9DTQj6P8eq,3.54,38,0.728,0.777,7,-5.093,0.0306,0.0937,0.00749,0.291,0.625,144.997
440,Easy,Justin Starling,5PfKtsPzWowd0qlqOTCWiO,spotify:track:5PfKtsPzWowd0qlqOTCWiO,3.21,19,0.963,0.547,4,-7.712,0.214,0.169,0.0,0.22,0.423,125.999
441,Change My Life - Remix,B Free,3S1b0lpZjxzdsQrWZRtAaw,spotify:track:3S1b0lpZjxzdsQrWZRtAaw,1.6,28,0.841,0.492,1,-9.528,0.341,0.181,0.0,0.063,0.369,90.05
442,Anime Luv,Soy,4C4qRIny5lgSR0BDqkOuuC,spotify:track:4C4qRIny5lgSR0BDqkOuuC,2.92,32,0.885,0.364,10,-12.607,0.42,0.711,0.0141,0.0484,0.222,93.005
443,Paradise,Bazzi,0Rx0DJI556Ix5gBny6EWmn,spotify:track:0Rx0DJI556Ix5gBny6EWmn,2.82,75,0.844,0.644,11,-6.273,0.0479,0.0828,0.0,0.113,0.591,122.061
444,Fool For You,Jafunk,0urYHfuvFbdwOA1SYX4yvJ,spotify:track:0urYHfuvFbdwOA1SYX4yvJ,2.93,50,0.865,0.646,10,-4.93,0.143,0.0749,0.0607,0.0483,0.665,116.08
445,Cigarettes On Patios (with 24kGoldn) - Remix,BabyJake,2K2nfIHU02JUJtzLvUx0ju,spotify:track:2K2nfIHU02JUJtzLvUx0ju,3.44,51,0.744,0.728,4,-5.738,0.0541,0.275,0.0,0.131,0.543,139.914
446,Old Man,Breazy Daze,6OTDbASNjhlmMyFC557eGC,spotify:track:6OTDbASNjhlmMyFC557eGC,2.8,27,0.748,0.433,4,-8.135,0.0426,0.368,0.0,0.21,0.75,87.302
447,How You Been?,Kevin Powers,4hOuJIB1norFj3j84oY2Cq,spotify:track:4hOuJIB1norFj3j84oY2Cq,2.31,53,0.694,0.385,11,-10.108,0.293,0.682,0.0,0.177,0.842,170.168
448,SO DONE,The Kid LAROI,2gqWRRCXnma9L8xQ1RdemQ,spotify:track:2gqWRRCXnma9L8xQ1RdemQ,2.11,69,0.719,0.598,9,-6.254,0.077,0.232,0.0,0.115,0.303,142.592
449,Hush,The Marías,4zXZ5Mq2L6jnsOsTssgRh8,spotify:track:4zXZ5Mq2L6jnsOsTssgRh8,3.03,57,0.846,0.431,5,-6.549,0.0351,0.071,0.176,0.0861,0.684,93.038
450,Butterflies,Samsa,6kVku2CoE7fbD29miiutzw,spotify:track:6kVku2CoE7fbD29miiutzw,3.32,0,0.54,0.744,1,-10.942,0.405,0.307,8.95e-05,0.103,0.925,92.207
451,Solo,Samsa,4XOlo2K3XX1ICy1KfEiWyO,spotify:track:4XOlo2K3XX1ICy1KfEiWyO,3.47,0,0.526,0.525,0,-12.345,0.26,0.712,0.000148,0.139,0.66,73.731
452,Through and Through,khai dreams,5lH3H5LMsBnWfec33fui3w,spotify:track:5lH3H5LMsBnWfec33fui3w,1.89,0,0.852,0.424,6,-9.308,0.0463,0.383,0.0,0.0843,0.591,94.934
453,i remember,bbno$,4MWFPLrhkekG6gcix2l3vJ,spotify:track:4MWFPLrhkekG6gcix2l3vJ,3.39,54,0.602,0.821,3,-6.123,0.0408,0.000925,0.712,0.217,0.821,76.986
454,Birds,Kid Travis,01xDeWS4J09iVhVY7DZ9Ov,spotify:track:01xDeWS4J09iVhVY7DZ9Ov,3.66,1,0.737,0.235,1,-19.0,0.0527,0.548,0.0,0.114,0.616,120.041
455,Reasons,COTIS,3l9VCXMSoS1KBRhkCU5zuO,spotify:track:3l9VCXMSoS1KBRhkCU5zuO,2.88,63,0.755,0.738,8,-5.537,0.035,0.0138,0.0,0.137,0.467,113.022
456,Slumber Party (feat. Princess Nokia),Ashnikko,11ZulcYY4lowvcQm4oe3VJ,spotify:track:11ZulcYY4lowvcQm4oe3VJ,2.97,76,0.964,0.398,11,-8.981,0.0795,0.00151,3.95e-05,0.101,0.563,105.012
457,Cocoa Butter Kisses,Chance the Rapper,0aMHIW1lqrulVCx0LLlr6a,spotify:track:0aMHIW1lqrulVCx0LLlr6a,5.12,70,0.679,0.645,6,-7.777,0.222,0.0518,0.0,0.145,0.203,125.795
458,Window,Still Woozy,3hARuUtzTdUuWH1KiLJlSf,spotify:track:3hARuUtzTdUuWH1KiLJlSf,2.32,63,0.714,0.483,4,-9.378,0.195,0.436,2.3e-05,0.28,0.67,91.025
459,The Spins,Mac Miller,51pshtuYkgUQnt5huMPbKL,spotify:track:51pshtuYkgUQnt5huMPbKL,3.26,83,0.794,0.766,9,-3.894,0.0377,0.0135,0.0,0.0785,0.55,127.007
460,Chicken Tenders,Dominic Fike,4sYbZjRCyaFqCtJ2Uvfh8B,spotify:track:4sYbZjRCyaFqCtJ2Uvfh8B,2.84,64,0.746,0.741,11,-5.459,0.0567,0.268,0.0,0.644,0.72,119.983
461,End of It All,Stevie Xolo,5uNEUOhj9XztDj1Oi5qHB5,spotify:track:5uNEUOhj9XztDj1Oi5qHB5,3.2,32,0.667,0.464,5,-11.027,0.0343,0.0952,0.0,0.106,0.375,150.008
462,Scaredy Cat,DPR IAN,4LkXtklCusSbi6UxYWgH8B,spotify:track:4LkXtklCusSbi6UxYWgH8B,2.85,66,0.801,0.686,5,-4.252,0.0414,0.133,0.0,0.0882,0.885,120.007
463,No Blueberries,DPR IAN,4lpvCG7eNzHAXwvMxWUNjz,spotify:track:4lpvCG7eNzHAXwvMxWUNjz,3.09,68,0.721,0.617,4,-6.178,0.0386,0.507,0.0,0.252,0.902,148.032
464,So Beautiful,DPR IAN,6syar8JKCt3R9ZBl11zmgI,spotify:track:6syar8JKCt3R9ZBl11zmgI,3.12,68,0.806,0.735,7,-4.833,0.0491,0.281,0.000351,0.0722,0.788,122.025
465,Scaredy Cat,DPR IAN,4LkXtklCusSbi6UxYWgH8B,spotify:track:4LkXtklCusSbi6UxYWgH8B,2.85,66,0.801,0.686,5,-4.252,0.0414,0.133,0.0,0.0882,0.885,120.007
466,Dope Lovers,DPR IAN,6cvbvXaRbQcuv54SjYXP86,spotify:track:6cvbvXaRbQcuv54SjYXP86,3.34,66,0.641,0.799,9,-5.661,0.0479,0.26,0.0,0.192,0.805,160.008
467,zombie pop,DPR IAN,5zhMMVw097YOSvT0oDGgDV,spotify:track:5zhMMVw097YOSvT0oDGgDV,1.91,60,0.686,0.687,2,-7.794,0.0555,0.00799,7.33e-05,0.0781,0.88,90.084
468,it kills me,demxntia,5QWGib8UBj4U9ybzmpuTUv,spotify:track:5QWGib8UBj4U9ybzmpuTUv,2.59,65,0.534,0.449,11,-10.688,0.0422,0.44,0.0,0.0934,0.24,105.075
469,STAR CITY CAFE,hevel,4i9zZb6mPKfQRXRb5HKjSw,spotify:track:4i9zZb6mPKfQRXRb5HKjSw,2.33,58,0.742,0.415,9,-9.024,0.06,0.453,0.0,0.108,0.414,91.093
470,help herself (with BENEE),bbno$,7bhpOnHyttMaBCg6WGCRzi,spotify:track:7bhpOnHyttMaBCg6WGCRzi,2.78,61,0.592,0.837,4,-6.987,0.0375,0.45,0.0222,0.145,0.67,167.992
471,your love,brb.,1BrB7PB1sOwaVZsrLaWInN,spotify:track:1BrB7PB1sOwaVZsrLaWInN,2.6,61,0.63,0.568,5,-9.051,0.0695,0.0658,0.0,0.102,0.785,157.0
472,Bad Texter,Ryan Woods,1qf4LTrblgyq5gKli14LqM,spotify:track:1qf4LTrblgyq5gKli14LqM,3.22,57,0.611,0.632,11,-7.25,0.0428,0.0455,7.47e-05,0.339,0.619,95.076
473,beside you,keshi,1Fhb9iJPufNMZSwupsXiRe,spotify:track:1Fhb9iJPufNMZSwupsXiRe,2.77,75,0.711,0.747,0,-6.335,0.0523,0.459,0.0,0.0957,0.852,136.0
474,like i need u,keshi,7ivYWXqrPLs66YwakDuSim,spotify:track:7ivYWXqrPLs66YwakDuSim,3.04,74,0.748,0.465,5,-8.163,0.0869,0.399,0.0,0.294,0.412,119.872
475,B.Y.S.,keshi,2yyluSgySg95O24RBkgrMR,spotify:track:2yyluSgySg95O24RBkgrMR,2.75,65,0.632,0.653,9,-6.646,0.0379,0.508,0.0,0.265,0.355,99.997
476,this is what falling in love feels like,JVKE,4UG2Fm0E98LhE2dlNxiAXx,spotify:track:4UG2Fm0E98LhE2dlNxiAXx,2.01,81,0.424,0.438,11,-5.53,0.0553,0.617,0.0,0.0837,0.325,128.983
477,everything sucks (feat. Eric Nam),vaultboy,5AUMjaFnLEWzriTPTOEI56,spotify:track:5AUMjaFnLEWzriTPTOEI56,2.0,71,0.741,0.395,6,-7.776,0.0544,0.0117,0.0,0.601,0.593,138.06
478,Painkiller,Ruel,1YlulsUKDduOmC7WxvXYPW,spotify:track:1YlulsUKDduOmC7WxvXYPW,3.56,71,0.683,0.42,5,-6.51,0.0542,0.0875,0.0,0.225,0.469,128.621
479,Revenge,XXXTENTACION,5TXDeTFVRVY7Cvt0Dw4vWW,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,2.0,87,0.746,0.251,11,-16.169,0.259,0.782,0.00203,0.106,0.18,139.999
480,Phases,PRETTYMUCH,3je88Q4OvTqIx7BFRFYvRA,spotify:track:3je88Q4OvTqIx7BFRFYvRA,3.6,69,0.77,0.636,11,-6.724,0.131,0.169,0.0,0.0676,0.492,105.93
481,Night Drive,AREZRA,7s7fQAOrqVEI65zEuPYyEQ,spotify:track:7s7fQAOrqVEI65zEuPYyEQ,3.29,51,0.764,0.706,2,-8.923,0.0346,0.00674,1.21e-05,0.165,0.49,117.984
482,hot girl bummer,blackbear,6jRq8gaZhMUyy5RclRPcAf,spotify:track:6jRq8gaZhMUyy5RclRPcAf,3.14,81,0.782,0.559,6,-7.106,0.0767,0.125,0.0,0.385,0.685,129.992
483,Jasmine,DPR LIVE,2IgbYlOlFpiSFYnsqB39lM,spotify:track:2IgbYlOlFpiSFYnsqB39lM,3.36,68,0.597,0.486,8,-5.893,0.0986,0.331,0.0,0.14,0.397,137.68
484,Text Me,DPR LIVE,1dN4Z7wZTQXLEl33RkMO3a,spotify:track:1dN4Z7wZTQXLEl33RkMO3a,2.96,63,0.846,0.592,5,-6.452,0.28,0.146,0.0,0.258,0.757,134.024
485,ONE PUNCH,Aries,4URdynWUR50mXggi06ilrJ,spotify:track:4URdynWUR50mXggi06ilrJ,2.42,66,0.643,0.617,4,-5.217,0.0405,0.131,0.0,0.258,0.432,87.502
486,RIDING,Aries,4JnX8tY9me7jHqDwgifhwU,spotify:track:4JnX8tY9me7jHqDwgifhwU,2.43,61,0.777,0.702,4,-6.374,0.041,0.0308,0.0,0.0804,0.569,121.016
487,FOOL'S GOLD,Aries,3nIlBeSIVnDbWFO3mExxV2,spotify:track:3nIlBeSIVnDbWFO3mExxV2,2.5,60,0.662,0.525,6,-8.546,0.0341,0.281,0.0,0.199,0.577,133.937
488,NIGHTRIDER,Arizona Zervas,72PFP54TZ9Tpj9dYQcb46D,spotify:track:72PFP54TZ9Tpj9dYQcb46D,2.61,67,0.66,0.755,0,-4.501,0.0469,0.0876,0.0,0.102,0.862,145.948
489,Yeah Right,Joji,2815rSBccLxZc67jEWBEvD,spotify:track:2815rSBccLxZc67jEWBEvD,2.91,0,0.672,0.59,1,-9.574,0.129,0.624,0.236,0.0991,0.21,169.036
490,do re mi,blackbear,6CUBgX8bXC5YQCkdgRHqyg,spotify:track:6CUBgX8bXC5YQCkdgRHqyg,3.53,0,0.745,0.595,8,-6.35,0.0486,0.00483,1.13e-05,0.125,0.169,110.966
491,Altitude (Extended),Jae Fly,4vAuIQuNEpSMQR5GtKd5GP,spotify:track:4vAuIQuNEpSMQR5GtKd5GP,5.24,25,0.904,0.432,11,-12.137,0.322,0.0121,1.02e-06,0.14,0.652,134.995
492,History,88rising,5nmIw3x63nyPhOxUaNSWuz,spotify:track:5nmIw3x63nyPhOxUaNSWuz,3.46,0,0.554,0.589,3,-8.163,0.231,0.613,0.000257,0.0982,0.414,74.982
493,Hangman,Dave,7r7NTwtWAhPRtzylDu3hnE,spotify:track:7r7NTwtWAhPRtzylDu3hnE,3.91,62,0.58,0.598,4,-6.733,0.389,0.602,2.58e-06,0.113,0.641,91.282
494,talk is overrated - manila killa remix,Jeremy Zucker,152ZbOlAB6dpE6yzGMBKr6,spotify:track:152ZbOlAB6dpE6yzGMBKr6,3.97,32,0.701,0.742,4,-4.593,0.0337,0.531,1.67e-05,0.146,0.482,138.033
495,DEVASTATED,Joey Bada$$,4ntsD33Pgsgk8rUyZLLiUV,spotify:track:4ntsD33Pgsgk8rUyZLLiUV,3.45,0,0.812,0.628,10,-6.164,0.0682,0.0634,0.0,0.254,0.485,123.004
496,crazy,Zac Greer,7eapS72LGn58Bx6cQaj0h4,spotify:track:7eapS72LGn58Bx6cQaj0h4,2.62,56,0.694,0.399,5,-6.248,0.0422,0.22,0.0,0.31,0.509,100.022
497,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,2.77,78,0.716,0.537,0,-7.648,0.0514,0.233,0.0,0.157,0.28,129.979
498,All Girls Are the Devil,Malik,5c9GdfpvxxsThtGBAglOig,spotify:track:5c9GdfpvxxsThtGBAglOig,2.63,46,0.774,0.393,4,-12.936,0.12,0.1,0.0,0.217,0.323,146.979
499,Tell Me,Corbin,7CNlUOUZbaxcyorkQle8o5,spotify:track:7CNlUOUZbaxcyorkQle8o5,3.68,52,0.455,0.396,4,-11.459,0.0596,0.17,5.43e-06,0.0912,0.0466,176.164
500,Bad Man (feat. Austin Jenckes),Esterly,1wnjE3fDFB6GouQs5u5vhr,spotify:track:1wnjE3fDFB6GouQs5u5vhr,3.35,0,0.536,0.512,1,-7.536,0.0604,0.0867,0.0,0.0885,0.302,84.896
501,How Did You Love,Shinedown,2le5xHvcWF8PDp608d4L8D,spotify:track:2le5xHvcWF8PDp608d4L8D,3.13,61,0.331,0.75,5,-5.202,0.0436,6.86e-05,1.21e-06,0.0945,0.26,185.97
502,I'll Follow You,Shinedown,0ILR5GMSzBRp2LrI8GX1Si,spotify:track:0ILR5GMSzBRp2LrI8GX1Si,3.98,61,0.537,0.692,10,-4.159,0.0315,0.00193,0.0,0.114,0.286,125.037
503,Bang!,AJR,2I2AqFb0f9UNnolWc2MafC,spotify:track:2I2AqFb0f9UNnolWc2MafC,2.85,65,0.736,0.526,1,-6.462,0.0566,0.0153,0.0,0.0628,0.654,139.84
504,Let's Fall in Love for the Night,FINNEAS,6I0KEvFfWszVJiCy5hum4V,spotify:track:6I0KEvFfWszVJiCy5hum4V,3.17,63,0.737,0.408,5,-7.941,0.104,0.802,0.0,0.171,0.374,127.918
505,Painkiller,Ruel,1YlulsUKDduOmC7WxvXYPW,spotify:track:1YlulsUKDduOmC7WxvXYPW,3.56,71,0.683,0.42,5,-6.51,0.0542,0.0875,0.0,0.225,0.469,128.621
506,The Spins,Mac Miller,51pshtuYkgUQnt5huMPbKL,spotify:track:51pshtuYkgUQnt5huMPbKL,3.26,83,0.794,0.766,9,-3.894,0.0377,0.0135,0.0,0.0785,0.55,127.007
507,hello!,ROLE MODEL,7a2IJHzw9WJjoknwdnCop0,spotify:track:7a2IJHzw9WJjoknwdnCop0,3.14,61,0.791,0.462,10,-4.023,0.0383,0.505,0.0,0.0991,0.556,125.913
508,Slide (feat. Frank Ocean & Migos),Calvin Harris,7tr2za8SQg2CI8EDgrdtNl,spotify:track:7tr2za8SQg2CI8EDgrdtNl,3.85,73,0.736,0.795,1,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066
509,Sunkissed,khai dreams,1tD8J13a74q8fBqXwAP50j,spotify:track:1tD8J13a74q8fBqXwAP50j,2.11,71,0.766,0.354,6,-9.486,0.0543,0.595,0.0,0.381,0.792,153.902
510,Sunroof,Nicky Youre,4h4QlmocP3IuwYEj2j14p8,spotify:track:4h4QlmocP3IuwYEj2j14p8,2.72,92,0.768,0.714,10,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443
511,Daydreaming,Harry Styles,69w5X6uTrOaWM32IetSzvO,spotify:track:69w5X6uTrOaWM32IetSzvO,3.12,80,0.707,0.811,4,-5.298,0.0304,0.311,0.0152,0.131,0.899,113.971
512,Midsummer Madness,88rising,6TodWdTSDfzwgYynTZSvJn,spotify:track:6TodWdTSDfzwgYynTZSvJn,4.68,72,0.409,0.678,9,-7.731,0.0878,0.359,4.76e-06,0.167,0.168,89.968
513,3 Nights,Dominic Fike,1tNJrcVe6gwLEiZCtprs1u,spotify:track:1tNJrcVe6gwLEiZCtprs1u,2.96,78,0.815,0.518,7,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891
514,Sunflower,Rex Orange County,7h2nmmoWDi2UpfYKLKWLYB,spotify:track:7h2nmmoWDi2UpfYKLKWLYB,4.2,64,0.548,0.765,6,-4.463,0.0525,0.646,0.00378,0.522,0.573,129.933
515,I Can't Help But Feel,Surfaces,40gooTta3y4FgzXaMOGDJL,spotify:track:40gooTta3y4FgzXaMOGDJL,2.98,67,0.722,0.706,1,-4.552,0.0314,0.328,0.0,0.108,0.715,114.983
516,Lately,Forrest.,5awvelCGpDQHwgZem0ira9,spotify:track:5awvelCGpDQHwgZem0ira9,3.45,59,0.718,0.632,0,-4.011,0.145,0.213,1.28e-05,0.283,0.859,160.039
517,Bad Habit,Steve Lacy,5CM4UuQ9Gnd6K2YyKGPMoK,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,3.87,92,0.686,0.507,1,-7.097,0.0357,0.626,7.51e-05,0.383,0.69,168.955
518,Butterflies,Fiji Blue,1e8OoeGOa2VbOqrBhYDliJ,spotify:track:1e8OoeGOa2VbOqrBhYDliJ,2.94,50,0.729,0.526,8,-7.241,0.0986,0.229,4.56e-05,0.309,0.786,110.02
519,Love Lost,Mac Miller,0N9C80kcgL0xXGduKnYKWi,spotify:track:0N9C80kcgL0xXGduKnYKWi,2.71,82,0.735,0.812,2,-4.417,0.151,0.528,0.0,0.186,0.584,109.835
520,I Was Sad Last Night I'm OK Now,tobi lou,0gEcmyKlIUoi3sHTFVO1bE,spotify:track:0gEcmyKlIUoi3sHTFVO1bE,3.18,65,0.87,0.637,5,-8.368,0.0614,0.497,3.15e-05,0.205,0.78,120.99
521,Mariposa,Peach Tree Rascals,4ja2gzrNh9VNigzoXfmbwD,spotify:track:4ja2gzrNh9VNigzoXfmbwD,3.5,75,0.676,0.525,9,-5.88,0.028,0.617,0.0,0.356,0.421,112.011
522,beside you,keshi,1Fhb9iJPufNMZSwupsXiRe,spotify:track:1Fhb9iJPufNMZSwupsXiRe,2.77,75,0.711,0.747,0,-6.335,0.0523,0.459,0.0,0.0957,0.852,136.0
523,blind,ROLE MODEL,0NuWgxEp51CutD2pJoF4OM,spotify:track:0NuWgxEp51CutD2pJoF4OM,2.55,70,0.765,0.663,0,-5.223,0.0652,0.141,0.000297,0.0924,0.686,150.091
524,Weekend,Clubhouse,7zFtgo8QMmJQj6dWKrtQwM,spotify:track:7zFtgo8QMmJQj6dWKrtQwM,3.14,44,0.923,0.44,6,-8.771,0.0442,0.0868,0.00188,0.37,0.581,98.97
525,C'est La Vie (with bbno$ & Rich Brian),Yung Gravy,0cgy8EueqwMuYzOZrW5vPB,spotify:track:0cgy8EueqwMuYzOZrW5vPB,2.67,78,0.888,0.778,9,-3.671,0.0945,0.0566,0.0,0.0653,0.774,142.128
526,sunburn,almost monday,4gBkCqlITvat2A3aYPtMqS,spotify:track:4gBkCqlITvat2A3aYPtMqS,2.89,68,0.691,0.742,4,-4.544,0.0321,0.00372,0.0,0.495,0.788,111.98
527,golden hour,JVKE,5odlY52u43F5BjByhxg7wg,spotify:track:5odlY52u43F5BjByhxg7wg,3.49,77,0.515,0.593,4,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467
528,Chicken Tenders,Dominic Fike,4sYbZjRCyaFqCtJ2Uvfh8B,spotify:track:4sYbZjRCyaFqCtJ2Uvfh8B,2.84,64,0.746,0.741,11,-5.459,0.0567,0.268,0.0,0.644,0.72,119.983
529,Window,Still Woozy,3hARuUtzTdUuWH1KiLJlSf,spotify:track:3hARuUtzTdUuWH1KiLJlSf,2.32,63,0.714,0.483,4,-9.378,0.195,0.436,2.3e-05,0.28,0.67,91.025
530,Elastic,Joey Purp,4MAADpR6MjelkaZqe3Mgnv,spotify:track:4MAADpR6MjelkaZqe3Mgnv,2.11,66,0.966,0.435,1,-4.944,0.0674,0.0604,0.22,0.0511,0.561,111.16
