,trackName,artistName,trackID,trackURI,duration (min),popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
125,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,4.39,87,0.599,0.448,8,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05
126,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,6mQLN3zRtAp6ovjusyYKrV,spotify:track:6mQLN3zRtAp6ovjusyYKrV,3.64,75,0.67,0.743,10,-4.993,0.0393,0.237,0.0,0.465,0.571,125.944
127,Falling Like The Stars,James Arthur,15xWRPHQMeqgdkGzInx3PY,spotify:track:15xWRPHQMeqgdkGzInx3PY,3.55,71,0.296,0.351,6,-9.538,0.0352,0.823,1.45e-06,0.11,0.19,177.06
128,All of Me,John Legend,70jqeiiCw2s12XtJBGGwi4,spotify:track:70jqeiiCw2s12XtJBGGwi4,4.49,12,0.517,0.273,8,-6.914,0.0281,0.92,0.0,0.136,0.352,83.975
129,Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,3.52,86,0.358,0.557,10,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043
130,Can I Be Him,James Arthur,0VhgEqMTNZwYL1ARDLLNCX,spotify:track:0VhgEqMTNZwYL1ARDLLNCX,4.11,79,0.696,0.543,11,-6.164,0.0489,0.308,0.0,0.0939,0.479,107.969
131,This Town,Niall Horan,0qvzXomUDJVaUboy2wMfiS,spotify:track:0qvzXomUDJVaUboy2wMfiS,3.88,81,0.677,0.401,9,-8.467,0.0308,0.712,0.0,0.116,0.195,111.825
132,Speechless,Dan + Shay,3GJ4hzg4lrGwU51Y3VARbF,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,3.56,73,0.616,0.438,1,-5.968,0.0298,0.356,0.0,0.24,0.386,135.929
133,Right Girl Wrong Time,Jon Langston,1ZzUE9vPvsVMCNu2e7OepO,spotify:track:1ZzUE9vPvsVMCNu2e7OepO,3.71,0,0.611,0.721,6,-6.133,0.0404,0.0253,0.0,0.126,0.217,116.929
134,In Case You Didn't Know,Brett Young,1DA7FEKgQeyRPtU44L5DOf,spotify:track:1DA7FEKgQeyRPtU44L5DOf,3.77,55,0.607,0.536,10,-7.306,0.0305,0.386,0.0,0.102,0.434,147.986
135,From the Ground Up,Dan + Shay,0lQJBl9YEsoMtE8D4yTE9g,spotify:track:0lQJBl9YEsoMtE8D4yTE9g,4.23,66,0.281,0.58,9,-5.967,0.0323,0.333,0.0,0.122,0.282,151.568
136,Your Body Is a Wonderland,John Mayer,7vFv0yFGMJW3qVXbAd9BK9,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,4.16,75,0.647,0.729,5,-6.251,0.0236,0.0206,0.0489,0.134,0.687,94.01
137,One Number Away,Luke Combs,4gB7HrYHbJVJ5RFOjxmoq4,spotify:track:4gB7HrYHbJVJ5RFOjxmoq4,3.7,72,0.544,0.781,6,-6.16,0.0311,0.00585,0.0,0.191,0.527,144.075
138,You're My Everything,John Park,7N1rnCmbNyPPhf1ZBvfen3,spotify:track:7N1rnCmbNyPPhf1ZBvfen3,5.38,6,0.43,0.246,7,-8.899,0.0319,0.877,0.0,0.14,0.264,143.346
139,Lose You,Eric Nam,1SWza9L60qLwv7QYumlBTr,spotify:track:1SWza9L60qLwv7QYumlBTr,3.06,0,0.687,0.482,8,-6.04,0.0333,0.157,0.0,0.122,0.33,129.871
140,Fly Me to the Moon,The Macarons Project,0YBNpbrmpZdFRT0NFqii5C,spotify:track:0YBNpbrmpZdFRT0NFqii5C,2.59,0,0.456,0.113,2,-15.763,0.0334,0.915,0.0011,0.0959,0.327,108.536
141,The Power of Love,Gabrielle Aplin,1m5eFhE34yyYv2lkjtcKPG,spotify:track:1m5eFhE34yyYv2lkjtcKPG,4.09,51,0.277,0.291,11,-9.851,0.0306,0.901,2.47e-05,0.103,0.175,75.119
142,Young Liars,TV On The Radio,2x24uEfWPzORC6r7FdjBFz,spotify:track:2x24uEfWPzORC6r7FdjBFz,5.2,0,0.473,0.691,0,-7.984,0.0248,0.0312,0.00404,0.147,0.421,82.118
143,Picture Frames,rei brown,3BKp3p9HF9nMP4CcSsOBAf,spotify:track:3BKp3p9HF9nMP4CcSsOBAf,4.54,4,0.498,0.515,2,-10.647,0.0583,0.717,0.0262,0.215,0.146,119.596
144,Butterflies,MAX,7eQHxigpuDJjCG50JyzU8v,spotify:track:7eQHxigpuDJjCG50JyzU8v,3.19,77,0.7,0.613,11,-4.041,0.0408,0.385,0.0,0.0887,0.42,88.084
145,Blueberry Eyes (feat. SUGA of BTS),MAX,6sI8Q7TTJeA9exw6hxEqq3,spotify:track:6sI8Q7TTJeA9exw6hxEqq3,2.87,66,0.746,0.611,0,-7.034,0.101,0.454,0.000922,0.133,0.411,149.967
146,Lights Down Low,MAX,1sYSP7gKa5kdKIfhANfori,spotify:track:1sYSP7gKa5kdKIfhANfori,3.73,66,0.623,0.493,5,-7.727,0.0338,0.0632,0.0,0.104,0.594,81.019
147,Hello,Adele,4aebBr4JAihzJQR0CiIZJv,spotify:track:4aebBr4JAihzJQR0CiIZJv,4.93,1,0.47,0.431,5,-6.129,0.0342,0.329,0.0,0.0854,0.289,157.98
148,When We Were Young,Adele,0cj2joJcY6b4XSRfj2eZOl,spotify:track:0cj2joJcY6b4XSRfj2eZOl,4.85,1,0.377,0.595,3,-5.936,0.0489,0.303,0.0,0.095,0.264,144.464
149,Someone Like You,Adele,6QPKYGnAW9QozVz2dSWqRg,spotify:track:6QPKYGnAW9QozVz2dSWqRg,4.75,3,0.554,0.321,9,-8.251,0.028,0.893,0.0,0.0996,0.288,135.047
150,Rolling in the Deep,Adele,1eq1wUnLVLg4pdEfx9kajC,spotify:track:1eq1wUnLVLg4pdEfx9kajC,3.8,2,0.73,0.77,8,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948
151,Set Fire to the Rain,Adele,5PKWUDfQFtc5qqo8cs1gQp,spotify:track:5PKWUDfQFtc5qqo8cs1gQp,4.05,2,0.603,0.67,2,-3.882,0.0249,0.00408,1.66e-06,0.112,0.445,107.995
152,Turning Tables,Adele,0X1FYVkgy7Tfw79cY3C7lx,spotify:track:0X1FYVkgy7Tfw79cY3C7lx,4.17,0,0.361,0.446,0,-6.044,0.0281,0.95,1.32e-05,0.132,0.212,155.542
153,Don't You Remember,Adele,48s4feNgV243gbAGTTBIrc,spotify:track:48s4feNgV243gbAGTTBIrc,4.05,0,0.643,0.4,3,-5.712,0.0304,0.214,0.0,0.0866,0.226,115.023
154,Chasing Pavements,Adele,2OuNgtXKeCSORKqdl0MxKk,spotify:track:2OuNgtXKeCSORKqdl0MxKk,3.51,0,0.614,0.47,5,-6.09,0.0255,0.291,0.0,0.111,0.329,80.045
155,Skyfall,Adele,3mr584ZFSkZrWja9kJAzlb,spotify:track:3mr584ZFSkZrWja9kJAzlb,4.77,0,0.346,0.552,0,-6.864,0.0282,0.417,0.0,0.114,0.0789,75.881
156,Pompeii,Bastille,6fNhZRFEkBfgW39W3wKARJ,spotify:track:6fNhZRFEkBfgW39W3wKARJ,3.57,77,0.679,0.715,9,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435
157,Oblivion,Bastille,1SgYfY3itrGgfdQikn2lhY,spotify:track:1SgYfY3itrGgfdQikn2lhY,3.27,48,0.422,0.321,5,-8.952,0.0294,0.76,2.33e-06,0.429,0.28,78.533
158,Things We Lost In The Fire,Bastille,3pm1X3oQBKQ4vcp3i9PWRg,spotify:track:3pm1X3oQBKQ4vcp3i9PWRg,4.01,59,0.587,0.918,4,-4.878,0.0581,0.0636,0.0,0.267,0.629,134.055
159,Hey There Delilah,Plain White T's,0xM88xobymkMgg46MStfnV,spotify:track:0xM88xobymkMgg46MStfnV,3.88,1,0.51,0.376,2,-10.995,0.0307,0.865,0.000121,0.113,0.321,103.851
160,Bad Blood,Bastille,4VYpW7AZnPftcuJqCwW70L,spotify:track:4VYpW7AZnPftcuJqCwW70L,3.54,43,0.663,0.777,5,-5.496,0.0375,0.0157,0.00829,0.0755,0.94,143.003
161,Viva La Vida,Coldplay,4zOfy9kqJlG0ZXvcaSh4gv,spotify:track:4zOfy9kqJlG0ZXvcaSh4gv,4.04,71,0.486,0.617,5,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
162,Hymn for the Weekend,Coldplay,3RiPr603aXAoi4GHyXx0uy,spotify:track:3RiPr603aXAoi4GHyXx0uy,4.3,85,0.491,0.693,0,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027
163,A Sky Full of Stars,Coldplay,0FDzzruyVECATHXKHFs9eJ,spotify:track:0FDzzruyVECATHXKHFs9eJ,4.46,84,0.545,0.675,6,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97
164,Adventure of a Lifetime,Coldplay,69uxyAqqPIsUyTO8txoP2M,spotify:track:69uxyAqqPIsUyTO8txoP2M,4.4,79,0.638,0.924,7,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995
165,Magic,Coldplay,23khhseCLQqVMCIT1WMAns,spotify:track:23khhseCLQqVMCIT1WMAns,4.75,76,0.738,0.482,6,-8.917,0.0402,0.0266,0.621,0.106,0.352,93.457
166,Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,spotify:track:6PCUP3dWmTjcTtXY02oFdT,4.35,79,0.461,0.834,2,-4.868,0.0989,0.0232,1.14e-05,0.14,0.471,135.007
167,Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,3.9,86,0.825,0.652,1,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977
168,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,4.39,87,0.599,0.448,8,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05
169,Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,spotify:track:0afhq8XCExXpqazXczTSve,2.85,79,0.624,0.876,9,-3.374,0.1,0.0735,0.0,0.327,0.781,99.943
170,Sing,Ed Sheeran,6K8qKeWo5MsFED7wCR6Kop,spotify:track:6K8qKeWo5MsFED7wCR6Kop,3.92,71,0.818,0.67,8,-4.451,0.0472,0.304,1.22e-06,0.0601,0.939,119.988
171,Photograph,Ed Sheeran,1HNkqx9Ahdgi1Ixy2xkKkL,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,4.32,86,0.614,0.379,4,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989
172,Thinking out Loud,Ed Sheeran,34gCuhDGsG4bRPIf9bb02f,spotify:track:34gCuhDGsG4bRPIf9bb02f,4.69,84,0.781,0.445,2,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998
173,I See Fire,Ed Sheeran,5pY3ovFxbvAg7reGZjJQSp,spotify:track:5pY3ovFxbvAg7reGZjJQSp,4.99,0,0.641,0.176,6,-11.692,0.0349,0.638,5.14e-06,0.252,0.297,76.031
174,The A Team,Ed Sheeran,1XpYodsD36XN7ygcdF7mJJ,spotify:track:1XpYodsD36XN7ygcdF7mJJ,4.31,69,0.642,0.289,9,-9.918,0.0367,0.669,0.0,0.18,0.407,84.996
175,Lego House,Ed Sheeran,5ubHAQtKuFfiG4FXfLP804,spotify:track:5ubHAQtKuFfiG4FXfLP804,3.08,73,0.592,0.637,11,-8.48,0.0992,0.562,0.0,0.13,0.565,159.701
176,How Long Will I Love You - Bonus Track,Ellie Goulding,1wyo8plJbo1BO9s8TWqZpN,spotify:track:1wyo8plJbo1BO9s8TWqZpN,2.57,58,0.512,0.304,0,-9.19,0.0318,0.295,0.000622,0.118,0.172,126.078
177,Budapest,George Ezra,7GJClzimvMSghjcrKxuf1M,spotify:track:7GJClzimvMSghjcrKxuf1M,3.35,2,0.714,0.451,5,-8.268,0.0276,0.0883,0.0,0.108,0.406,127.787
178,Listen to the Man,George Ezra,6zR5rIivVSMFkgzIkVp8l9,spotify:track:6zR5rIivVSMFkgzIkVp8l9,3.06,0,0.599,0.548,9,-5.911,0.0323,0.505,0.0,0.0898,0.518,121.163
179,Shotgun,George Ezra,4ofwffwvvnbSkrMSCKQDaC,spotify:track:4ofwffwvvnbSkrMSCKQDaC,3.35,78,0.673,0.735,5,-4.733,0.0457,0.286,0.0,0.242,0.754,115.744
180,Paradise,George Ezra,38zwkK6TtTjIW9tpYBfZ3D,spotify:track:38zwkK6TtTjIW9tpYBfZ3D,3.7,69,0.642,0.881,11,-3.537,0.0393,0.209,0.0,0.21,0.913,138.03
181,Believer,Imagine Dragons,0CcQNd8CINkwQfe1RDtGV6,spotify:track:0CcQNd8CINkwQfe1RDtGV6,3.41,0,0.779,0.787,10,-4.305,0.108,0.0524,0.0,0.14,0.708,124.982
182,Radioactive,Imagine Dragons,6nDAs3PRe37fgqLfx51lBB,spotify:track:6nDAs3PRe37fgqLfx51lBB,4.59,44,0.496,0.884,11,-3.915,0.209,0.0376,1.37e-06,0.44,0.287,139.913
183,Demons,Imagine Dragons,2Oehrcv4Kov0SuIgWyQY9e,spotify:track:2Oehrcv4Kov0SuIgWyQY9e,2.92,0,0.327,0.71,3,-2.928,0.0547,0.202,9e-05,0.28,0.416,179.561
184,It's Time,Imagine Dragons,3xqF04FdMK7gpIPG3SPFpY,spotify:track:3xqF04FdMK7gpIPG3SPFpY,3.97,0,0.657,0.885,2,-4.695,0.0344,0.0168,0.0,0.147,0.869,105.011
185,On Top Of The World,Imagine Dragons,4eLSCSELtKxZwXnFbNLXT5,spotify:track:4eLSCSELtKxZwXnFbNLXT5,3.16,0,0.507,0.923,0,-5.581,0.173,0.0818,4.63e-06,0.0951,0.768,99.252
186,Rather Be (feat. Jess Glynne),Clean Bandit,3s4U7OHV7gnj42VV72eSZ6,spotify:track:3s4U7OHV7gnj42VV72eSZ6,3.8,73,0.799,0.586,11,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97
187,Hold My Hand,Jess Glynne,1i1rNVtxbE7rdFfpHuNq2j,spotify:track:1i1rNVtxbE7rdFfpHuNq2j,3.79,61,0.642,0.823,0,-5.717,0.0289,0.00159,0.0,0.0776,0.431,122.977
188,Take Me Home,Jess Glynne,6oO10y1h2VyxJQfomG4CtH,spotify:track:6oO10y1h2VyxJQfomG4CtH,4.42,68,0.558,0.451,9,-6.163,0.0388,0.292,0.0,0.101,0.238,150.008
189,Changing,Sigma,2KOYMogSqklzXo0nyvQCsD,spotify:track:2KOYMogSqklzXo0nyvQCsD,3.42,57,0.484,0.815,2,-3.833,0.0542,0.0997,0.0,0.164,0.353,171.079
190,Honest,Kodaline,1DIg9155AY65dpR5Lf5Vg4,spotify:track:1DIg9155AY65dpR5Lf5Vg4,3.65,45,0.389,0.758,0,-5.662,0.0485,0.00389,0.0,0.167,0.318,154.919
191,Rude,MAGIC!,6RtPijgfPKROxEzTHNRiDp,spotify:track:6RtPijgfPKROxEzTHNRiDp,3.75,82,0.773,0.758,1,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033
192,Shut Up and Dance,WALK THE MOON,4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,3.32,84,0.578,0.866,1,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038
193,Maps,Maroon 5,4gbVRS8gloEluzf0GzDOFc,spotify:track:4gbVRS8gloEluzf0GzDOFc,3.17,84,0.742,0.713,1,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032
194,Sugar,Maroon 5,2iuZJX9X9P0GKaE93xcPjk,spotify:track:2iuZJX9X9P0GKaE93xcPjk,3.92,82,0.748,0.788,1,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076
195,Payphone,Maroon 5,1LmN9SSHISbtp9LoaR5ZVJ,spotify:track:1LmN9SSHISbtp9LoaR5ZVJ,3.86,73,0.739,0.756,4,-4.828,0.0394,0.0136,0.0,0.37,0.523,110.028
196,It Was Always You,Maroon 5,3WsUKVmB9x7MeO8PBeQgtK,spotify:track:3WsUKVmB9x7MeO8PBeQgtK,4.0,50,0.613,0.765,11,-6.582,0.0441,0.082,1.25e-06,0.092,0.299,103.951
197,Rockstar,Nickelback,3RlsVPIIs5KFhLFhxZ4iDF,spotify:track:3RlsVPIIs5KFhLFhxZ4iDF,4.2,71,0.616,0.91,0,-3.004,0.0386,0.0459,0.0,0.343,0.693,144.072
198,Secrets,OneRepublic,1NhPKVLsHhFUHIOZ32QnS2,spotify:track:1NhPKVLsHhFUHIOZ32QnS2,3.74,77,0.516,0.764,2,-6.223,0.0366,0.0717,0.0,0.115,0.376,148.021
199,Counting Stars,OneRepublic,6sy3LkhNFjJWlaeSMNwQ62,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,4.3,79,0.664,0.705,1,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017
200,If I Lose Myself,OneRepublic,7hIRQZhDjab4YgqkkkehV9,spotify:track:7hIRQZhDjab4YgqkkkehV9,4.03,60,0.482,0.713,2,-6.017,0.0487,0.0969,0.0,0.111,0.263,140.069
201,Boulevard of Broken Dreams,Green Day,1hwJKpe0BPUsq6UUrwBWTw,spotify:track:1hwJKpe0BPUsq6UUrwBWTw,4.35,75,0.49,0.679,8,-3.68,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046
202,American Idiot,Green Day,6nTiIhLmQ3FWhvrGafw2zj,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,2.94,80,0.38,0.988,1,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113
203,Wake Me up When September Ends,Green Day,3ZffCQKLFLUvYM59XKLbVm,spotify:track:3ZffCQKLFLUvYM59XKLbVm,4.76,79,0.546,0.814,7,-5.146,0.0314,0.023,0.0,0.0972,0.146,104.98
204,I Gotta Feeling,Black Eyed Peas,4kLLWz7srcuLKA7Et40PQR,spotify:track:4kLLWz7srcuLKA7Et40PQR,4.82,82,0.743,0.766,0,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96
205,Whistle,Flo Rida,3bC1ahPIYt1btJzSSEyyrF,spotify:track:3bC1ahPIYt1btJzSSEyyrF,3.74,78,0.747,0.937,0,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976
206,Do I Wanna Know?,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst,spotify:track:5FVd6KXrgO9B3JPmC8OPst,4.54,89,0.548,0.532,5,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03
207,You're Beautiful,James Blunt,0vg4WnUWvze6pBOJDTq99k,spotify:track:0vg4WnUWvze6pBOJDTq99k,3.49,77,0.675,0.479,0,-9.87,0.0278,0.633,1.76e-05,0.088,0.454,81.998
208,Boom Boom Pow,Black Eyed Peas,3oDFtOhcN08qeDPAK6MEQG,spotify:track:3oDFtOhcN08qeDPAK6MEQG,4.19,70,0.867,0.857,9,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048
209,Love The Way You Lie,Eminem,15JINEqzVMv3SvJTAXAKED,spotify:track:15JINEqzVMv3SvJTAXAKED,4.39,84,0.749,0.925,10,-5.034,0.227,0.241,0.0,0.52,0.641,86.989
210,Somebody That I Used To Know,Gotye,1qDrWA6lyx8cLECdZE7TV7,spotify:track:1qDrWA6lyx8cLECdZE7TV7,4.08,81,0.865,0.521,0,-6.932,0.0371,0.548,0.000115,0.0989,0.748,129.059
211,Call Me Maybe,Carly Rae Jepsen,20I6sIOMTCkB6w7ryavxtO,spotify:track:20I6sIOMTCkB6w7ryavxtO,3.22,81,0.783,0.58,7,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021
212,All of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,4.49,86,0.422,0.264,8,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93
213,Happy,Pharrell Williams,6NPVjNh8Jhru9xOmyQigds,spotify:track:6NPVjNh8Jhru9xOmyQigds,3.89,1,0.652,0.757,1,-6.819,0.153,0.286,0.0,0.0886,0.962,159.911
214,Uptown Funk (feat. Bruno Mars),Mark Ronson,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,4.49,84,0.856,0.609,0,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988
215,The Lazy Song,Bruno Mars,386RUes7n1uM1yfzgeUuwp,spotify:track:386RUes7n1uM1yfzgeUuwp,3.15,78,0.794,0.711,8,-5.124,0.0699,0.3,0.0,0.0955,0.955,174.915
216,7 Years,Lukas Graham,5kqIPrATaCc2LqxVWzQGbk,spotify:track:5kqIPrATaCc2LqxVWzQGbk,3.96,81,0.765,0.473,10,-5.829,0.0514,0.287,0.0,0.391,0.34,119.992
217,Firestone,Kygo,1I8tHoNBFTuoJAlh4hfVVE,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,4.53,77,0.704,0.634,11,-7.374,0.0428,0.393,3.17e-05,0.0952,0.411,113.927
218,Stole the Show,Kygo,5masKPHeAOVNgxdLebIcK7,spotify:track:5masKPHeAOVNgxdLebIcK7,3.72,75,0.64,0.635,8,-7.565,0.226,0.271,0.0,0.319,0.475,100.034
219,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,2YlZnw2ikdb837oKMKjBkW,spotify:track:2YlZnw2ikdb837oKMKjBkW,3.75,79,0.63,0.53,0,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038
220,Locked Away (feat. Adam Levine),R. City,7x5xYW5W42OGPAdHUyyguy,spotify:track:7x5xYW5W42OGPAdHUyyguy,3.79,79,0.509,0.671,1,-5.709,0.0678,0.304,0.0,0.0452,0.55,118.413
221,See You Again (feat. Charlie Puth),Wiz Khalifa,2JzZzZUQj3Qff7wapcbKjc,spotify:track:2JzZzZUQj3Qff7wapcbKjc,3.83,82,0.689,0.481,10,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
222,A Thousand Years,Christina Perri,6z5Yh7kOKeLjqIsNdokIpU,spotify:track:6z5Yh7kOKeLjqIsNdokIpU,4.75,73,0.421,0.407,10,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028
223,Stay With Me,Sam Smith,5Nm9ERjJZ5oyfXZTECKmRt,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,2.88,84,0.418,0.42,0,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094
224,Little Talks,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,4.44,80,0.457,0.757,1,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961
225,Earthquake (feat. Tinie Tempah),Labrinth,3SxiAdI8dP9AaaEz1Z24mn,spotify:track:3SxiAdI8dP9AaaEz1Z24mn,4.58,62,0.54,0.856,0,-3.966,0.1,0.109,0.0,0.276,0.258,153.071
226,Drive By,Train,0KAiuUOrLTIkzkpfpn9jb9,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,3.27,78,0.765,0.837,1,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028
227,Let Her Go - Acoustic,Passenger,4tzAf07GCR6DlycQkUKlgN,spotify:track:4tzAf07GCR6DlycQkUKlgN,4.44,7,0.543,0.0775,4,-13.75,0.0497,0.945,0.0,0.0818,0.238,144.226
228,Sparks Fly,Taylor Swift,09cM9BjyNFizKUOXh6j9rT,spotify:track:09cM9BjyNFizKUOXh6j9rT,4.35,59,0.608,0.785,5,-2.976,0.0311,0.0387,0.0,0.158,0.376,114.985
229,Speak Now,Taylor Swift,2PBghI9zJkQEWBzMSMo2Ki,spotify:track:2PBghI9zJkQEWBzMSMo2Ki,4.01,57,0.708,0.601,7,-3.75,0.0306,0.101,0.0,0.0979,0.742,118.962
230,Haunted - Acoustic Version,Taylor Swift,6SdBf0ZsJZoKaH5zcDaz9X,spotify:track:6SdBf0ZsJZoKaH5zcDaz9X,3.63,51,0.574,0.462,5,-5.124,0.0252,0.841,0.0,0.28,0.314,80.858
231,Love Story,Taylor Swift,5hnJCRSo4pxRsaEwT9YusG,spotify:track:5hnJCRSo4pxRsaEwT9YusG,3.92,60,0.618,0.736,2,-3.937,0.0308,0.157,0.0,0.073,0.307,118.982
232,Hey Stephen,Taylor Swift,3CI1f4yLwdHzcUnH7o0Xyh,spotify:track:3CI1f4yLwdHzcUnH7o0Xyh,4.24,48,0.843,0.553,6,-7.348,0.0317,0.168,2.66e-06,0.107,0.825,115.997
233,White Horse,Taylor Swift,5yKB8qcTSflDercM2PXwot,spotify:track:5yKB8qcTSflDercM2PXwot,3.91,44,0.585,0.346,0,-8.014,0.0256,0.302,0.0,0.102,0.195,92.564
234,You Belong With Me,Taylor Swift,4kgTdThcDHfuDS2kKxB7Lc,spotify:track:4kgTdThcDHfuDS2kKxB7Lc,3.85,60,0.687,0.771,6,-4.424,0.0384,0.164,2.46e-05,0.112,0.445,129.964
235,Timber (feat. Ke$ha),Pitbull,3tgZ9vmhuAY9wEoNUJskzV,spotify:track:3tgZ9vmhuAY9wEoNUJskzV,3.4,63,0.589,0.966,11,-4.106,0.0972,0.03,0.0,0.147,0.802,129.983
236,Dynamite,Taio Cruz,2CEgGE6aESpnmtfiZwYlbV,spotify:track:2CEgGE6aESpnmtfiZwYlbV,3.38,81,0.751,0.783,4,-3.724,0.0859,0.00379,0.0,0.036,0.816,119.975
237,Trumpets,Jason Derulo,6jizk5lOUnfpaZXYMdfeC6,spotify:track:6jizk5lOUnfpaZXYMdfeC6,3.62,67,0.627,0.703,0,-4.884,0.236,0.563,0.0,0.0962,0.64,81.897
238,Never Forget You,Zara Larsson,6WLS56xiRrXjSm9RSdL3zD,spotify:track:6WLS56xiRrXjSm9RSdL3zD,3.56,0,0.583,0.732,11,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992
239,Shot Down,Khalid,1Ob94QesoxHSBrypyBbdfd,spotify:track:1Ob94QesoxHSBrypyBbdfd,3.45,63,0.767,0.512,6,-6.777,0.0591,0.893,0.000223,0.103,0.489,123.921
240,Skin,Rag'n'Bone Man,6y2Kaz9QI01XBKJ8mTb7Pf,spotify:track:6y2Kaz9QI01XBKJ8mTb7Pf,3.99,69,0.564,0.745,0,-7.733,0.31,0.265,0.0,0.147,0.351,170.661
241,Human,Rag'n'Bone Man,58zsLZPvfflaiIbNWoA22O,spotify:track:58zsLZPvfflaiIbNWoA22O,3.34,78,0.602,0.707,9,-4.097,0.302,0.393,0.0,0.165,0.554,75.087
242,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,3AYcyxEACnmE6d96RPubID,spotify:track:3AYcyxEACnmE6d96RPubID,3.93,0,0.781,0.526,6,-6.985,0.293,0.0619,0.0,0.0457,0.662,94.992
243,Drops of Jupiter (Tell Me),Train,2hKdd3qO7cWr2Jo0Bcs0MA,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,4.33,79,0.481,0.638,0,-5.862,0.0276,0.153,0.0,0.154,0.497,79.064
244,Complicated,Avril Lavigne,2IiNA0s5eQBSjwK4iNeUvW,spotify:track:2IiNA0s5eQBSjwK4iNeUvW,4.08,0,0.585,0.776,5,-5.898,0.0459,0.0572,7.74e-06,0.3,0.427,77.987
245,"Hey, Soul Sister",Train,0KpfYajJVVGgQ32Dby7e9i,spotify:track:0KpfYajJVVGgQ32Dby7e9i,3.61,1,0.675,0.885,1,-4.432,0.0436,0.217,0.0,0.086,0.768,97.03
