,Unnamed: 0,trackName,artistName,trackID,trackURI,duration (min),popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Cluster,Metric 1,Metric 2,Metric 3,Metric 4,Metric 5,Metric 6,Metric 7,Metric 8
489,490,do re mi,blackbear,6CUBgX8bXC5YQCkdgRHqyg,spotify:track:6CUBgX8bXC5YQCkdgRHqyg,3.53,0,0.745,0.595,8,-6.35,0.0486,0.00483,1.13e-05,0.125,0.169,110.966,5,-0.35994447963000564,-0.6675266294949141,0.10944043315300037,-1.1217420156854252,1.4282310740184092,-0.19515971197319884,-1.0077540348302896,-0.582090310372851
490,491,Altitude (Extended),Jae Fly,4vAuIQuNEpSMQR5GtKd5GP,spotify:track:4vAuIQuNEpSMQR5GtKd5GP,5.24,25,0.904,0.432,11,-12.137,0.322,0.0121,1.02e-06,0.14,0.652,134.995,6,0.5137904983499871,2.584736320754345,0.3421853836381005,-0.8588109773761963,0.8479976841263754,1.465987274864116,-1.1145154630738707,0.6953580698887825
491,492,History,88rising,5nmIw3x63nyPhOxUaNSWuz,spotify:track:5nmIw3x63nyPhOxUaNSWuz,3.46,0,0.554,0.589,3,-8.163,0.231,0.613,0.000257,0.0982,0.414,74.982,5,0.9855529084509085,0.11668721227774843,-0.17770524500992874,-0.5849526416238379,0.8415664193158611,-1.9299538645475716,-1.0471730807718431,0.7329661257030222
492,493,Hangman,Dave,7r7NTwtWAhPRtzylDu3hnE,spotify:track:7r7NTwtWAhPRtzylDu3hnE,3.91,62,0.58,0.598,4,-6.733,0.389,0.602,2.58e-06,0.113,0.641,91.282,6,0.23967292443392538,1.3313443476695355,-0.7727518249522318,0.4828565961727992,-0.20492115844595696,-0.7980931431102145,-0.5779316628879237,0.9238645935986382
493,494,talk is overrated - manila killa remix,Jeremy Zucker,152ZbOlAB6dpE6yzGMBKr6,spotify:track:152ZbOlAB6dpE6yzGMBKr6,3.97,32,0.701,0.742,4,-4.593,0.0337,0.531,1.67e-05,0.146,0.482,138.033,2,-0.7454923496557287,-0.4037797800205236,-0.9370688102030321,-0.5341662174850101,-0.3857620689955164,-0.0466078749078368,-0.36271771797542135,0.4468296791657645
494,495,DEVASTATED,Joey Bada$$,4ntsD33Pgsgk8rUyZLLiUV,spotify:track:4ntsD33Pgsgk8rUyZLLiUV,3.45,0,0.812,0.628,10,-6.164,0.0682,0.0634,0.0,0.254,0.485,123.004,5,-0.9678564679014364,0.3406675917868998,0.16532216921987236,-0.5428088031559976,1.546798575307438,0.5085578162121978,-0.8630823291008969,0.39844026698300095
495,496,crazy,Zac Greer,7eapS72LGn58Bx6cQaj0h4,spotify:track:7eapS72LGn58Bx6cQaj0h4,2.62,56,0.694,0.399,5,-6.248,0.0422,0.22,0.0,0.31,0.509,100.022,2,0.02195774501288604,0.021113605572144565,-1.17163339296955,0.7005336677221004,0.47665943830595775,-0.43542296308187545,0.3308846906390573,0.6497754839301848
496,497,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,2.77,78,0.716,0.537,0,-7.648,0.0514,0.233,0.0,0.157,0.28,129.979,2,0.16515744666154744,-0.529352381875507,-1.2937006397018134,-0.22024869912564612,-1.353309746783967,-0.48084947736747263,0.541034132766912,-0.0004977019209521994
497,498,All Girls Are the Devil,Malik,5c9GdfpvxxsThtGBAglOig,spotify:track:5c9GdfpvxxsThtGBAglOig,2.63,46,0.774,0.393,4,-12.936,0.12,0.1,0.0,0.217,0.323,146.979,4,1.3045055645695791,0.37695527829348163,-0.1486008799927802,-0.4973041088782081,-0.710638202285864,0.46586365403159113,-0.28124305331170585,0.589002839974314
498,499,Tell Me,Corbin,7CNlUOUZbaxcyorkQle8o5,spotify:track:7CNlUOUZbaxcyorkQle8o5,3.68,52,0.455,0.396,4,-11.459,0.0596,0.17,5.43e-06,0.0912,0.0466,176.164,4,1.726578245047493,-1.9160476703662745,-0.15984187785290507,-0.46305862447728396,-1.6338394626440376,0.9352880880872054,-1.132458029066331,-0.22954483899653075
499,500,Bad Man (feat. Austin Jenckes),Esterly,1wnjE3fDFB6GouQs5u5vhr,spotify:track:1wnjE3fDFB6GouQs5u5vhr,3.35,0,0.536,0.512,1,-7.536,0.0604,0.0867,0.0,0.0885,0.302,84.896,5,0.3051176440033675,-1.112026763507205,-0.2518981284819214,-1.1831455826349335,0.604165789458742,-1.9962238608170497,-0.5694710629107826,-0.0016387122528627803
500,501,How Did You Love,Shinedown,2le5xHvcWF8PDp608d4L8D,spotify:track:2le5xHvcWF8PDp608d4L8D,3.13,61,0.331,0.75,5,-5.202,0.0436,6.86e-05,1.21e-06,0.0945,0.26,185.97,7,-1.1564764659752926,-2.6252729911651413,-0.24939639550052498,-0.06859796065578667,-1.7281571544383492,1.314632751331251,-1.1255424101562659,-0.38015715018364077
501,502,I'll Follow You,Shinedown,0ILR5GMSzBRp2LrI8GX1Si,spotify:track:0ILR5GMSzBRp2LrI8GX1Si,3.98,61,0.537,0.692,10,-4.159,0.0315,0.00193,0.0,0.114,0.286,125.037,7,-1.1995190957900168,-1.442981757091328,-0.9136743594749857,0.29652370205322404,0.6599974117155653,0.9798246502209621,-0.6932793735633733,-0.8881815869417554
502,503,Bang!,AJR,2I2AqFb0f9UNnolWc2MafC,spotify:track:2I2AqFb0f9UNnolWc2MafC,2.85,65,0.736,0.526,1,-6.462,0.0566,0.0153,0.0,0.0628,0.654,139.84,2,-0.8304650080326605,0.2966284588762144,-1.4594473480789696,-1.0324894137375502,-1.2412045431358194,0.058291851083276246,0.46115253737986617,0.13453903740218315
503,504,Let's Fall in Love for the Night,FINNEAS,6I0KEvFfWszVJiCy5hum4V,spotify:track:6I0KEvFfWszVJiCy5hum4V,3.17,63,0.737,0.408,5,-7.941,0.104,0.802,0.0,0.171,0.374,127.918,4,1.5517872184937882,0.3621164385196646,-1.4649782914832523,0.2897362369854109,-0.5173855306781323,0.18992947201380772,-0.19419911110209653,0.5645560070434433
504,505,Painkiller,Ruel,1YlulsUKDduOmC7WxvXYPW,spotify:track:1YlulsUKDduOmC7WxvXYPW,3.56,71,0.683,0.42,5,-6.51,0.0542,0.0875,0.0,0.225,0.469,128.621,2,-0.1777953918581838,-0.15801093969298188,-1.1742029755006271,0.3311970867587178,-0.35583858016394326,0.37371527683320255,0.20545748334804528,0.21089390031190558
505,506,The Spins,Mac Miller,51pshtuYkgUQnt5huMPbKL,spotify:track:51pshtuYkgUQnt5huMPbKL,3.26,83,0.794,0.766,9,-3.894,0.0377,0.0135,0.0,0.0785,0.55,127.007,2,-1.9796766548686293,0.18519590120482962,-1.724874610705034,-0.12368325727601841,0.3316796542510804,1.2938266658488535,0.23307768426168837,-0.7497794276446549
506,507,hello!,ROLE MODEL,7a2IJHzw9WJjoknwdnCop0,spotify:track:7a2IJHzw9WJjoknwdnCop0,3.14,61,0.791,0.462,10,-4.023,0.0383,0.505,0.0,0.0991,0.556,125.913,2,-0.09269374071878793,0.5541882615315908,-1.8923464188161963,-0.003338696961775231,0.5919692495893343,1.1678931607906038,-0.2517606736343135,-0.16898312752649258
507,508,Slide (feat. Frank Ocean & Migos),Calvin Harris,7tr2za8SQg2CI8EDgrdtNl,spotify:track:7tr2za8SQg2CI8EDgrdtNl,3.85,73,0.736,0.795,1,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,2,-1.3632643311943156,-0.1510414853120267,-1.5890811299627374,0.5484656868196995,-0.5264618161723742,-1.019207500073143,0.821850076792594,0.5659343009729758
508,509,Sunkissed,khai dreams,1tD8J13a74q8fBqXwAP50j,spotify:track:1tD8J13a74q8fBqXwAP50j,2.11,71,0.766,0.354,6,-9.486,0.0543,0.595,0.0,0.381,0.792,153.902,2,0.8710760434432027,1.1285058310314326,-1.3966454262624464,1.077629379353571,-0.8331475311036639,1.1992704580412041,0.3313996490229209,1.8966223565934452
509,510,Sunroof,Nicky Youre,4h4QlmocP3IuwYEj2j14p8,spotify:track:4h4QlmocP3IuwYEj2j14p8,2.72,92,0.768,0.714,10,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443,2,-1.4041595598195755,0.9253630103782262,-2.2515589330045804,0.6265076170087173,0.17990974586321237,1.7333112027025477,0.3817821487224107,0.27419760317163444
510,511,Daydreaming,Harry Styles,69w5X6uTrOaWM32IetSzvO,spotify:track:69w5X6uTrOaWM32IetSzvO,3.12,80,0.707,0.811,4,-5.298,0.0304,0.311,0.0152,0.131,0.899,113.971,2,-1.7355742917516694,0.5741393167640897,-2.1709785505105037,0.08142207108008906,-0.31148845644502143,0.21169578355532387,0.8731653406602162,0.6187666596322704
511,512,Midsummer Madness,88rising,6TodWdTSDfzwgYynTZSvJn,spotify:track:6TodWdTSDfzwgYynTZSvJn,4.68,72,0.409,0.678,9,-7.731,0.0878,0.359,4.76e-06,0.167,0.168,89.968,5,0.4284490596782864,-1.6236400460636804,-1.0552132884872836,1.3139846401606656,0.9110146996225346,0.023901990865992765,-0.6498354020798816,-0.4642481539379027
512,513,3 Nights,Dominic Fike,1tNJrcVe6gwLEiZCtprs1u,spotify:track:1tNJrcVe6gwLEiZCtprs1u,2.96,78,0.815,0.518,7,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891,2,-0.7901935927145447,1.4316537502819204,-1.8149476316155202,-0.3069313958627285,-0.6787310098539793,1.609947103439895,0.25781137789868486,0.5082346819656497
513,514,Sunflower,Rex Orange County,7h2nmmoWDi2UpfYKLKWLYB,spotify:track:7h2nmmoWDi2UpfYKLKWLYB,4.2,64,0.548,0.765,6,-4.463,0.0525,0.646,0.00378,0.522,0.573,129.933,1,-0.9711299124099175,-0.7622737059247834,-0.6930455717622912,2.324132774749824,-0.20920181523756198,0.16147512708675735,0.0703659823847044,1.7998126830842678
514,515,I Can't Help But Feel,Surfaces,40gooTta3y4FgzXaMOGDJL,spotify:track:40gooTta3y4FgzXaMOGDJL,2.98,67,0.722,0.706,1,-4.552,0.0314,0.328,0.0,0.108,0.715,114.983,2,-1.2807148695771549,0.22448421168798113,-1.9164160974839373,-0.41485926268253365,-0.731654220279093,-0.5636014825874808,0.7384934081110437,0.38626797345861746
515,516,Lately,Forrest.,5awvelCGpDQHwgZem0ira9,spotify:track:5awvelCGpDQHwgZem0ira9,3.45,59,0.718,0.632,0,-4.011,0.145,0.213,1.28e-05,0.283,0.859,160.039,2,-1.7671974301185023,0.737184532495213,-0.7254634707087246,-0.03333023507874428,-1.8611730571129732,0.0579856018184281,0.39916413475193746,1.5530066130897253
516,517,Bad Habit,Steve Lacy,5CM4UuQ9Gnd6K2YyKGPMoK,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,3.87,92,0.686,0.507,1,-7.097,0.0357,0.626,7.51e-05,0.383,0.69,168.955,2,0.06865620582014975,0.13870881328746315,-1.5376504934462008,1.2056399451609765,-2.272428014053861,0.6489068150716145,0.757594197915314,1.7913161809694773
517,518,Butterflies,Fiji Blue,1e8OoeGOa2VbOqrBhYDliJ,spotify:track:1e8OoeGOa2VbOqrBhYDliJ,2.94,50,0.729,0.526,8,-7.241,0.0986,0.229,4.56e-05,0.309,0.786,110.02,2,-0.5469136280681791,1.0057907149973762,-0.9904453992254865,0.7006544202617052,0.7815773378101065,0.4257335228420583,0.08038750101236541,1.127370631743457
518,519,Love Lost,Mac Miller,0N9C80kcgL0xXGduKnYKWi,spotify:track:0N9C80kcgL0xXGduKnYKWi,2.71,82,0.735,0.812,2,-4.417,0.151,0.528,0.0,0.186,0.584,109.835,2,-1.1959910391543997,0.4906683255837079,-1.5530219307345292,0.46582307273019297,-0.7424396701325822,-0.5595754376096981,0.5876421510537033,0.5536043979764188
519,520,I Was Sad Last Night I'm OK Now,tobi lou,0gEcmyKlIUoi3sHTFVO1bE,spotify:track:0gEcmyKlIUoi3sHTFVO1bE,3.18,65,0.87,0.637,5,-8.368,0.0614,0.497,3.15e-05,0.205,0.78,120.99,2,-0.2635856835039608,1.4272097944512447,-1.733415784037931,0.021381140516528556,-0.13976535652542205,0.3737548066328831,0.6161526489561233,0.991766648171011
520,521,Mariposa,Peach Tree Rascals,4ja2gzrNh9VNigzoXfmbwD,spotify:track:4ja2gzrNh9VNigzoXfmbwD,3.5,75,0.676,0.525,9,-5.88,0.028,0.617,0.0,0.356,0.421,112.011,2,0.3121300044112421,-0.2279918264495084,-1.4801248682130195,1.7269215940472769,0.5950567754679147,0.5692228680476347,0.08493381291052596,0.6389124703933364
521,522,beside you,keshi,1Fhb9iJPufNMZSwupsXiRe,spotify:track:1Fhb9iJPufNMZSwupsXiRe,2.77,75,0.711,0.747,0,-6.335,0.0523,0.459,0.0,0.0957,0.852,136.0,2,-1.0473953170708812,0.5808976404870781,-2.020262630484203,-0.4480192510002537,-1.5581589166692824,-0.125516517204967,0.7732599013938708,0.8752393431594888
522,523,blind,ROLE MODEL,0NuWgxEp51CutD2pJoF4OM,spotify:track:0NuWgxEp51CutD2pJoF4OM,2.55,70,0.765,0.663,0,-5.223,0.0652,0.141,0.000297,0.0924,0.686,150.091,2,-1.4023555188701209,0.3490514424617361,-1.4485963563099231,-0.891009648553557,-1.6992747132050106,0.0835142707570965,0.6083957512803707,0.34859470465614056
523,524,Weekend,Clubhouse,7zFtgo8QMmJQj6dWKrtQwM,spotify:track:7zFtgo8QMmJQj6dWKrtQwM,3.14,44,0.923,0.44,6,-8.771,0.0442,0.0868,0.00188,0.37,0.581,98.97,2,-0.11733361650683102,1.192954553957025,-0.8069518302153701,0.2954876567606896,1.0048905854636516,-0.20954218187288784,0.643351610114963,0.9088405705912231
524,525,C'est La Vie (with bbno$ & Rich Brian),Yung Gravy,0cgy8EueqwMuYzOZrW5vPB,spotify:track:0cgy8EueqwMuYzOZrW5vPB,2.67,78,0.888,0.778,9,-3.671,0.0945,0.0566,0.0,0.0653,0.774,142.128,2,-2.3433000578465264,1.2518958456816331,-1.65173622159969,-0.48489802130293874,0.012292160979863583,1.6937167744351527,0.23061011256853092,-0.2960339807247699
525,526,sunburn,almost monday,4gBkCqlITvat2A3aYPtMqS,spotify:track:4gBkCqlITvat2A3aYPtMqS,2.89,68,0.691,0.742,4,-4.544,0.0321,0.00372,0.0,0.495,0.788,111.98,2,-2.345172974684803,0.09387721942752252,-0.8315375793903276,1.5255283492698892,0.08757377543823223,-0.25150860745701853,0.9627077975051644,1.4864201141535063
526,527,golden hour,JVKE,5odlY52u43F5BjByhxg7wg,spotify:track:5odlY52u43F5BjByhxg7wg,3.49,77,0.515,0.593,4,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,4,0.621075848823399,-1.8501003518105428,-1.2361404007148404,1.0577817988207185,0.2128525577472555,-0.5579325089254025,0.772557525553263,0.3236353962154001
527,528,Chicken Tenders,Dominic Fike,4sYbZjRCyaFqCtJ2Uvfh8B,spotify:track:4sYbZjRCyaFqCtJ2Uvfh8B,2.84,64,0.746,0.741,11,-5.459,0.0567,0.268,0.0,0.644,0.72,119.983,1,-1.7437096108342163,0.4779459694938909,-0.4116520860076516,2.6669395402876743,1.142135357662931,1.0159345202331207,0.34218402967473693,1.868715461415203
528,529,Window,Still Woozy,3hARuUtzTdUuWH1KiLJlSf,spotify:track:3hARuUtzTdUuWH1KiLJlSf,2.32,63,0.714,0.483,4,-9.378,0.195,0.436,2.3e-05,0.28,0.67,91.025,2,0.5691991825207827,1.2767587151379238,-1.072607354309113,0.785919399294822,0.1747290670040719,-0.6480100658744294,0.3298131732847039,1.2622436494215161
529,530,Elastic,Joey Purp,4MAADpR6MjelkaZqe3Mgnv,spotify:track:4MAADpR6MjelkaZqe3Mgnv,2.11,66,0.966,0.435,1,-4.944,0.0674,0.0604,0.22,0.0511,0.561,111.16,2,-0.5382229587346928,0.8475954205929699,-1.4328552036873758,-1.7632555800520797,-0.16433199843862234,-0.12286949942151841,1.8855790226739346,0.1138364252973735
530,531,Miss Summer,ODIE,58VNpcJpI5dEKxYByCkbXc,spotify:track:58VNpcJpI5dEKxYByCkbXc,2.71,70,0.589,0.527,0,-9.962,0.0342,0.599,0.000111,0.0853,0.132,133.981,4,1.6382797156873816,-1.2184512491591293,-1.3478225871134824,-0.24670142414519175,-1.5744360458360351,-0.5377843495861588,0.011531964336126261,-0.04718479832010302
531,532,CAN YOU HEAR THE MOON,Grady,7pcANiSH8mEKLUIPAxiSDr,spotify:track:7pcANiSH8mEKLUIPAxiSDr,3.04,61,0.343,0.503,6,-6.018,0.0623,0.0242,0.00184,0.42,0.5,146.11,1,-0.6450063419610514,-1.6822885572033273,-0.12797935001080582,1.7381045723766877,-0.5818932392376565,0.5834314742190151,-0.47025570764986097,1.0887712110517402
532,533,AMAZING,Rex Orange County,6FtIK0IkmG33lKbc1pyAlZ,spotify:track:6FtIK0IkmG33lKbc1pyAlZ,3.49,79,0.719,0.461,8,-8.191,0.0454,0.279,0.0,0.0875,0.548,123.915,2,0.36834845881466044,0.38895878970485864,-1.8670647691787405,0.06557981766447052,0.07391492351647065,1.0611171927872702,0.09012674428086306,-0.17924737151750525
533,534,Slow,Hauskey,4pieC53Jx9LsVLnoPSGMMk,spotify:track:4pieC53Jx9LsVLnoPSGMMk,2.46,47,0.568,0.78,10,-4.988,0.0809,0.238,0.0,0.856,0.86,199.785,1,-2.4062180436471468,-0.303386186477204,1.0551047560065292,3.2484645030443047,-0.6845711765154211,2.223151022008894,-0.42897959062305774,3.3630051939875334
534,535,striptease,carwash,62C8Bd6EgEOofLZ1COjF3n,spotify:track:62C8Bd6EgEOofLZ1COjF3n,2.68,58,0.693,0.575,8,-8.887,0.0727,0.124,0.946,0.102,0.728,130.033,3,0.38529972778735694,-0.9362371941160137,0.32433939499418935,-2.22587582502847,1.57876105130795,2.945321434549947,3.825422819805401,2.200305199317002
535,536,C'est la vie,Ethan Surman,0EYAj4bb4v3r4S3lXBJ37r,spotify:track:0EYAj4bb4v3r4S3lXBJ37r,2.86,56,0.72,0.567,10,-6.92,0.109,0.0998,0.0,0.0975,0.461,80.075,5,-0.30313786991737435,0.44196080885406747,-1.273205140296195,0.07961551755860012,1.6841226680419201,0.17797387626759603,-0.20054571100837915,-0.5665365632429333
536,537,Hot Rod,Dayglow,5euumi7eqEgmxvCIJw2pSp,spotify:track:5euumi7eqEgmxvCIJw2pSp,3.4,61,0.707,0.768,7,-7.072,0.0323,0.0279,0.000292,0.169,0.832,139.985,2,-1.7241828141908582,0.44089291180364276,-1.2311318345922362,-0.12344408120886957,-0.10919445451481677,1.1440871596553137,0.18714935859997375,0.5192726194175323
537,538,Bad Texter,Ryan Woods,1qf4LTrblgyq5gKli14LqM,spotify:track:1qf4LTrblgyq5gKli14LqM,3.22,57,0.611,0.632,11,-7.25,0.0428,0.0455,7.47e-05,0.339,0.619,95.076,2,-0.904978639705737,-0.08763858539506598,-0.8872745662580406,1.3640481358626901,1.627477998344511,0.6155911506680104,-0.0574216457139534,0.5119557826169132
538,539,sun keeps on shining,almost monday,5OAEQKfQzIB3X4K7TtviZf,spotify:track:5OAEQKfQzIB3X4K7TtviZf,2.79,66,0.626,0.765,4,-6.167,0.0559,0.145,0.0,0.465,0.777,87.529,2,-1.7119717891209878,0.09604430248608205,-0.9726355574101521,1.700962359830441,0.5312218323343142,-0.792940787963608,0.9016386933163206,1.518272426492764
539,540,Paradise,Bazzi,0Rx0DJI556Ix5gBny6EWmn,spotify:track:0Rx0DJI556Ix5gBny6EWmn,2.82,75,0.844,0.644,11,-6.273,0.0479,0.0828,0.0,0.113,0.591,122.061,2,-1.076296737879208,0.8011302872522883,-1.623743720902399,0.0021938902154887306,0.8543737297830779,1.55165099318669,0.12011587438008776,-0.47741555522826185
540,541,FEEL LIKE,Josh Fudge,3OEWE9trIOubK63fNhjKk1,spotify:track:3OEWE9trIOubK63fNhjKk1,3.14,42,0.592,0.733,5,-7.09,0.0544,0.109,0.201,0.591,0.695,104.977,1,-1.3174243348030559,-0.6204572382704543,0.34217087818243086,1.5153411363459075,0.9164452980077417,-0.17825186678417093,1.2335151982541315,2.4261019080496022
541,542,Goodie Bag,Still Woozy,4vHNeBWDQpVCmGbaccrRzi,spotify:track:4vHNeBWDQpVCmGbaccrRzi,2.44,77,0.739,0.522,7,-12.304,0.151,0.821,0.00124,0.233,0.619,138.263,4,1.685145042462256,1.2526869986786278,-1.384133556467827,0.8610730777052378,-0.6235848394921761,1.096071321741268,-0.0802152518898,1.3245072492132532
542,543,Cheesin',Cautious Clay,0A3XWuyL1B7kqPHyDXHGkN,spotify:track:0A3XWuyL1B7kqPHyDXHGkN,2.3,57,0.817,0.623,9,-5.9,0.043,0.202,0.0,0.113,0.967,120.111,2,-1.317007202225151,1.4749151555640803,-1.8609029102667811,-0.30715981705855294,0.6894483382914693,1.1351943753479123,0.26404579157479274,0.45091653913672874
543,544,Tieduprightnow,Parcels,66tkDkPsznE5zIHNt4QkXB,spotify:track:66tkDkPsznE5zIHNt4QkXB,4.17,71,0.863,0.533,5,-7.986,0.0484,0.291,0.00126,0.0794,0.738,102.025,2,-0.1676349683356327,1.366992745888084,-2.1505006295499975,-0.4777696845396721,0.22792805130913193,0.1194432540742908,0.7654374781720672,0.15807377630150182
544,545,Make You Mine,PUBLIC,5iFwAOB2TFkPJk8sMlxP8g,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,3.88,78,0.606,0.799,9,-4.452,0.0261,0.0128,0.0,0.15,0.638,103.014,2,-1.961582167285578,-0.3803806090945675,-1.6334641810598238,0.6450305195780375,0.8430544954317741,0.6780961655481763,0.21676198744764597,-0.34548916263577356
545,546,strawberry chainsaw,JAWNY,1hf0PdHw0lnVxq5lfzwjSl,spotify:track:1hf0PdHw0lnVxq5lfzwjSl,2.6,66,0.615,0.879,5,-3.977,0.0451,0.234,2.35e-05,0.422,0.627,100.028,2,-2.134067829336666,-0.48767667308878365,-0.8946558687895824,1.6146324281025801,0.41014905780871475,-0.4769412047677272,0.5805185405604013,1.0241982982091618
546,547,Futon,Ūla,0F57gwy0G6aqnaMAH1ELSV,spotify:track:0F57gwy0G6aqnaMAH1ELSV,2.61,63,0.852,0.61,2,-5.856,0.049,0.734,5.97e-06,0.111,0.713,117.99,2,-0.07104164709743492,1.104498823453911,-2.1498168912711693,-0.42443271994439136,-0.6681286586416032,-0.34305942549984303,0.6816813873257674,0.70328848252923
547,548,"Dance, Baby!",boy pablo,5EV4bGHxVN0kHpcAFvgnTt,spotify:track:5EV4bGHxVN0kHpcAFvgnTt,3.3,69,0.602,0.601,9,-8.521,0.0411,0.037,0.0046,0.312,0.856,122.017,2,-0.9234201771160704,0.3503902851058742,-1.1733344776487598,1.1122197021920759,0.5074253126462824,1.12995670889119,0.22474329477122074,1.020188972692341
548,549,Loverboy,A-Wall,3CboywxfJIgvHqi2FF4exb,spotify:track:3CboywxfJIgvHqi2FF4exb,3.74,72,0.604,0.466,0,-10.093,0.0315,0.649,0.0334,0.093,0.499,120.045,4,1.5203161569553085,-0.2905081792204411,-1.8916261982125262,-0.19189601605055814,-1.2625376255373555,-0.5583091785082592,0.569968361221707,0.648181955149688
549,550,Tripping Over Air,Aidan Bissett,7mzPAftljnsFmU6131Pqcd,spotify:track:7mzPAftljnsFmU6131Pqcd,3.04,72,0.622,0.799,11,-4.811,0.0342,0.00185,1.08e-06,0.269,0.6,116.985,2,-1.9831619647447591,-0.397828185871308,-1.063693107462636,1.1409323449219892,0.9933874871523812,1.19987433084907,-0.03251598690335586,0.011381223352695776
550,551,SMILE,Arden Jones,6eshn81GQPqBfv7TEOyoTI,spotify:track:6eshn81GQPqBfv7TEOyoTI,2.68,60,0.649,0.562,9,-7.132,0.141,0.474,0.0,0.122,0.702,168.067,2,-0.05742159806588659,0.6080825538892175,-1.0039147513176687,0.08160913314969387,-0.7281126844072635,1.9299676118185805,-0.7850395267676824,0.6460651942319304
551,552,Buttercup,Hippo Campus,7GUPYx7ywjcqBIUXssYjaW,spotify:track:7GUPYx7ywjcqBIUXssYjaW,3.78,54,0.622,0.758,9,-4.411,0.0701,0.196,5.69e-06,0.126,0.217,108.896,5,-0.9457163650512025,-1.0213338140319106,-0.7879028393272215,0.25195203306372266,0.8911728655574436,0.3260997897266995,-0.572332554816483,-0.8220441669728771
552,553,dancing in the kitchen,Zachary Knowles,7yw1S0euAJViNQ6cEUXuEh,spotify:track:7yw1S0euAJViNQ6cEUXuEh,2.96,48,0.819,0.652,2,-8.466,0.0515,0.124,0.000752,0.527,0.967,126.01,2,-1.4254640192441645,1.2675883992112806,-0.5342900159708616,0.9092299887711834,-0.35523168418646395,-0.29482639427718293,1.0772288843320186,2.4298163990781423
553,554,8TEEN,Khalid,5bgwqaRSS3M8WHWruHgSL5,spotify:track:5bgwqaRSS3M8WHWruHgSL5,3.81,78,0.83,0.585,1,-5.802,0.0366,0.225,0.00209,0.0576,0.642,105.03,2,-0.7475420463436644,0.7230252938477987,-2.1781680649134136,-0.7049298163572751,-0.5800851929881605,-0.576749585201164,1.075609173562627,-0.10160561041730884
554,555,People Watching,Conan Gray,4JeOesjcWWlprTAvucDSJX,spotify:track:4JeOesjcWWlprTAvucDSJX,2.64,74,0.53,0.593,5,-7.286,0.0545,0.385,0.0,0.314,0.538,125.723,2,-0.10333672050055098,-0.6371047518344166,-1.1152934514480934,1.3162847476132526,-0.47227174624603585,0.22100124528853476,0.1267001363308348,0.89155250241379
555,556,Out of My League,Fitz and The Tantrums,0i5spxZKedPA2TgGuvJ3AL,spotify:track:0i5spxZKedPA2TgGuvJ3AL,3.49,60,0.545,0.968,9,-3.553,0.0853,0.0387,0.00325,0.331,0.527,169.965,7,-2.7183317618158,-1.109021063184271,0.05488627557017496,1.041483161601018,-0.4683449307185475,1.6787932946591864,-0.6300304323779247,0.5080695207410636
556,557,Backyard Boy,Claire Rosinkranz,04F42oEuKrRComYJfJuyVR,spotify:track:04F42oEuKrRComYJfJuyVR,2.15,71,0.817,0.635,5,-7.246,0.163,0.323,0.0,0.0738,0.454,138.015,2,-0.25726858161671573,0.8003375518307498,-1.0994064370051388,-0.4866786014338373,-0.7275885016900873,0.641507087752105,-0.034962719771352437,-0.1093268805394798
557,558,Loving Is Easy,Rex Orange County,7ASFZh1D0DPZro7UXUKGmd,spotify:track:7ASFZh1D0DPZro7UXUKGmd,2.6,62,0.756,0.609,3,-7.927,0.0544,0.217,0.00482,0.0959,0.537,117.024,2,-0.26685147936231834,0.30559550089778015,-1.4235345700802062,-0.5748221832191182,-0.3761028667411372,-0.15743641452066867,0.4337843421747323,0.05055528686562049
558,559,summer&cigarettes,sammy rash,5PmtPTXrLqgqQfqngsUqZp,spotify:track:5PmtPTXrLqgqQfqngsUqZp,1.91,64,0.834,0.402,5,-10.277,0.072,0.76,0.0,0.279,0.684,122.008,4,1.4248975582386956,1.4293990050340222,-1.6547077939804309,0.5801962818594073,-0.2777620925360754,0.28788566731303783,0.46185617297657167,1.417807861256036
559,560,Head In The Clouds,BabyJake,1fAE0TQ3xblvOgnmM7yL1s,spotify:track:1fAE0TQ3xblvOgnmM7yL1s,2.46,63,0.777,0.582,7,-6.435,0.0357,0.134,0.000752,0.336,0.925,138.98,2,-1.3593929128863207,1.045387465747611,-1.2091625123556557,0.6361142866863261,-0.05537603137177979,1.076845636661705,0.5217322616153135,1.284327471066668
560,561,Can I Call You Tonight?,Dayglow,61OJxhoY3Ix50rYVKo8zRK,spotify:track:61OJxhoY3Ix50rYVKo8zRK,4.65,67,0.641,0.842,9,-7.27,0.0292,0.134,0.911,0.419,0.499,129.978,3,-0.7356813262234807,-2.1043320424202063,1.0894218314113324,-0.2988165992669701,1.7970222223752812,2.746972475293137,3.894595105800172,2.604681793529556
